timestamp,predicted_co2
2025-03-23 09:49:15.316392+00:00,0.1963504176598557
2025-03-23 09:49:24.977060+00:00,0.1963504002200932
2025-03-23 09:49:39.399989+00:00,0.19635038278033226
2025-03-23 09:49:53.649800+00:00,0.19635036534057287
2025-03-23 09:50:29.202293+00:00,0.19635034790081504
2025-03-23 09:51:06.950291+00:00,0.19635033046105876
2025-03-23 09:51:27.013509+00:00,0.196350313021304
2025-03-23 09:51:50.590201+00:00,0.19635029558155082
2025-03-23 09:52:33.357284+00:00,0.19635027814179917
2025-03-23 09:53:11.495889+00:00,0.19635026070204908
2025-03-23 09:53:16.436002+00:00,0.19635024326230055
2025-03-23 09:53:25.825157+00:00,0.19635022582255354
2025-03-23 09:53:40.152054+00:00,0.1963502083828081
2025-03-23 09:53:49.937758+00:00,0.1963501909430642
2025-03-23 09:55:34.850962+00:00,0.19635017350332185
2025-03-23 09:56:28.903843+00:00,0.19635015606358105
2025-03-23 09:56:33.576666+00:00,0.19635013862384182
2025-03-23 09:56:47.906127+00:00,0.1963501211841041
2025-03-23 09:56:52.906836+00:00,0.19635010374436795
2025-03-23 09:57:07.442056+00:00,0.19635008630463335
2025-03-23 09:57:31.548644+00:00,0.1963500688649003
2025-03-23 09:57:46.484625+00:00,0.19635005142516881
2025-03-23 09:49:29.443044+00:00,0.19635003398543885
2025-03-23 09:49:48.721561+00:00,0.19635001654571044
2025-03-23 09:50:23.818226+00:00,0.19634999910598358
2025-03-23 09:50:39.207991+00:00,0.19634998166625828
2025-03-23 09:50:52.094077+00:00,0.19634996422653453
2025-03-23 09:51:17.205139+00:00,0.1963499467868123
2025-03-23 09:51:45.891875+00:00,0.19634992934709164
2025-03-23 09:52:18.648335+00:00,0.19634991190737253
2025-03-23 09:53:01.691535+00:00,0.19634989446765497
2025-03-23 09:53:06.544896+00:00,0.19634987702793896
2025-03-23 09:53:59.402418+00:00,0.19634985958822448
2025-03-23 09:54:08.970539+00:00,0.19634984214851156
2025-03-23 09:54:13.545550+00:00,0.1963498247088002
2025-03-23 09:54:56.946432+00:00,0.19634980726909038
2025-03-23 09:55:01.847183+00:00,0.19634978982938212
2025-03-23 09:55:16.020518+00:00,0.19634977238967538
2025-03-23 09:55:20.902285+00:00,0.1963497549499702
